id,vname,query,duration,gt_s,gt_e,pred_s,pred_e,iou
17504,v_W01QffZYsxQ.mp4,""" The child then covers their eyes with their hands and moves their head up and down.""",18.39,3.13,14.53,15.2,21.5,0.0
17505,v_W01QffZYsxQ.mp4,""" Finally they smile to the camera in the end.""",18.39,15.26,18.39,0.0,16.4,0.06199021207177807
17506,v_hYgheCsbtco.mp4,"""A close up is seen of chords and numbers scrolling next to the top of a guitar.""",48.07,0,3.36,19.3,30.0,0.0
17507,v_hYgheCsbtco.mp4,""" Instructions are being given for playing the instrument.""",48.07,3.85,35.81,23.4,41.2,0.3322623828647926
17508,v_hYgheCsbtco.mp4,""" The person's fingers move up and down on the chords as they are shown.""",48.07,36.77,48.07,0.0,39.9,0.06511337632619088
17509,v_k6pU9VaFsZ8.mp4,"""man is wearing stils and is making high jumps above a trasher bin in a parking lot.""",95.67,0,43.53,43.5,70.8,0.0004237288135593381
17510,v_k6pU9VaFsZ8.mp4,""" man is doing high jumps inf ront of the las vegas sign in the street and above a stoned wall in the street.""",95.67,43.53,95.67,37.7,61.3,0.30653786441262715
17511,v_XQ0_P0LpCFM.mp4,"""Two teams are shown on a field and the man is running playing lacrosse and runs directly into the other opponent.""",165.27,0,60.32,27.7,40.6,0.21385941644562337
17512,v_XQ0_P0LpCFM.mp4,"""Another play starts and this time another person is ran into except it is more fragrant and the person lays on the ground hurt for quite some time.""",165.27,61.15,115.69,15.9,25.7,0.0
17513,v_XQ0_P0LpCFM.mp4,"""After consulting with the referee and seeking help,the male finally gets up and the rest of the game continues.""",165.27,115.69,165.27,15.7,29.9,0.0
17514,v_m_ST2LDe5lA.mp4,"""Two people wearing scuba gear are underwater.""",17.09,0,4.19,12.6,22.9,0.0
17515,v_m_ST2LDe5lA.mp4,""" They look at each other, remove their mouth pieces, then kiss.""",17.09,4.87,14.78,0.0,19.7,0.5030456852791878
17516,v_m_ST2LDe5lA.mp4,""" The man places his mouth piece back in.""",17.09,15.55,17.09,21.7,34.5,0.0
17517,v_eZdao9O8jrw.mp4,"""A woman is standing in a room talking.""",227.28,0,227.28,177.6,196.6,0.08359732488560366
17518,v_eZdao9O8jrw.mp4,""" She shows a bottle in her hand.""",227.28,38.64,65.91,0.0,34.4,0.0
17519,v_eZdao9O8jrw.mp4,""" She pours some of the lotion onto her hands and rubs it on her face.""",227.28,98.87,143.18,110.0,132.8,0.5145565335138798
17520,v_eZdao9O8jrw.mp4,""" She uses a towel to dry her face.""",227.28,170.46,227.28,53.6,85.5,0.0
17521,v_FjfWqx-NL_w.mp4,"""A little boy is in an outdoor parking lot.""",100.28999999999999,0,17.55,26.4,88.2,0.0
17522,v_FjfWqx-NL_w.mp4,""" He is trying to roll around on a pair of inline skates.""",100.28999999999999,18.05,72.71,25.0,39.5,0.26527625320160997
17523,v_FjfWqx-NL_w.mp4,""" He tries to balance on a small piece of wood.""",100.28999999999999,76.72,100.29,24.7,57.8,0.0
17524,v__3lgJ6yp7o8.mp4,"""A person is seen sitting in a kayak and moving himself down a rough river.""",22.9,0.11,10.99,0.0,18.9,0.5756613756613758
17525,v__3lgJ6yp7o8.mp4,""" The person continues riding down the river while another people watches on the side.""",22.9,8.01,22.32,13.3,20.6,0.5101327742837177
17526,v_XSu5dteR2Ko.mp4,"""A man in a black shirt is playing a harmonica.""",98.06,6.86,26.48,44.5,71.0,0.0
17527,v_XSu5dteR2Ko.mp4,""" Another man sits on a porch of a house.""",98.06,60.8,95.12,0.0,22.9,0.0
17528,v_XSu5dteR2Ko.mp4,""" A woman in a white scarf turns a lantern off.""",98.06,71.09,77.96,24.6,36.0,0.0
17529,v_-fLJHBqizNM.mp4,"""A man is shown on parallel bars doing a routine on them.""",72.7,0,9.45,13.7,36.8,0.0
17530,v_-fLJHBqizNM.mp4,""" He is very focused and flipping and rocking back and forth.""",72.7,9.45,19.99,32.9,44.1,0.0
17531,v_-fLJHBqizNM.mp4,"""The athlete then dismounts the bars and lands on his feet.""",72.7,19.99,26.9,32.4,46.5,0.0
17532,v_-fLJHBqizNM.mp4,""" Various shots of the same routine are shown with pauses in between and notes as to proper technique are shown.""",72.7,26.9,72.7,0.0,27.6,0.009628610729023422
17533,v_yJN4jnk_S1U.mp4,"""A woman is seen walking onto a stage performing a belly dancing routine in front of an audience.""",177.42000000000002,0,87.82,113.9,166.5,0.0
17534,v_yJN4jnk_S1U.mp4,""" The woman continues dancing around the stage and ends with her posing.""",177.42000000000002,65.65,177.42,35.7,60.8,0.0
17535,v_CIQ-mnURg9E.mp4,"""woman is standing in front of a screenboard.""",176.07999999999998,0,7.04,23.6,53.4,0.0
17536,v_CIQ-mnURg9E.mp4,""" man is cooking chopping carrots and sautee the vegetables in a fying pan and serving it in bowls abd out the dressing and cheese while pople behind him are watching him cook.""",176.07999999999998,7.92,176.08,12.4,23.6,0.06660323501427212
17537,v_rRoRvt4p2LU.mp4,"""A small group of people are seen riding down a rough river past others while many watch on the side.""",168.32,1.68,78.27,23.7,40.3,0.21673847760804282
17538,v_rRoRvt4p2LU.mp4,""" The group continues to paddle along and meeting up with other groups at the bottom.""",168.32,54.7,161.59,62.4,86.6,0.22640097296285897
17539,v_xbWSMxwcP_8.mp4,"""A young girl is seen sitting on a couch next to an adult looking down at their feet.""",12.12,0,6.97,5.5,10.7,0.13738317757009344
17540,v_xbWSMxwcP_8.mp4,""" The girl plays with a toy iron and moves the item up and down on a shirt.""",12.12,1.21,12.12,0.0,9.3,0.6674917491749175
17541,v_YdfWewUrcTw.mp4,"""We see a man talking to two other men outside a warehouse.""",186.55,0,34.51,36.7,46.5,0.0
17542,v_YdfWewUrcTw.mp4,""" Inside the warehouse we see a box the men ride their skateboards over.""",186.55,36.38,140.85,20.8,30.0,0.0
17543,v_YdfWewUrcTw.mp4,""" The man falls off his skateboard repeatedly.""",186.55,87.68,127.79,102.5,116.7,0.35402642732485673
17544,v_YdfWewUrcTw.mp4,""" He flips the skateboard, and we see it in slow motion.""",186.55,127.79,138.05,142.6,162.9,0.0
17545,v_YdfWewUrcTw.mp4,""" The man gets a hat, and we see the end screen.""",186.55,140.85,160.43,20.9,30.0,0.0
17546,v_YdfWewUrcTw.mp4,""" A man jumps on a pile of boxes and we see the end screen again.""",186.55,160.43,186.55,0.0,100.3,0.0
17547,v_gYBIX_tGaXo.mp4,"""Betty Heidler competes in the Olimpic games in the women's hammer category.""",33.3,0,13.98,18.6,25.7,0.0
17548,v_gYBIX_tGaXo.mp4,""" Betty Haidler seems really focused and determined to go home with a prize.""",33.3,0,6.66,0.0,30.3,0.2198019801980198
17549,v_gYBIX_tGaXo.mp4,""" Betty Heidler starts spinning and then with all the momentum tossed the hammer really far away.""",33.3,3,14.15,0.0,23.8,0.4684873949579832
17550,v_gYBIX_tGaXo.mp4,""" Betty Heidler classified to the next round as the toss was successfull.""",33.3,14.15,19.98,20.8,30.0,0.0
17551,v_gYBIX_tGaXo.mp4,""" Someone interviews Betty Heidler and she's really happy about qualifying to the next rounds of the game.""",33.3,21.14,32.96,18.8,28.8,0.5409604519774012
17552,v_IPehEfMBLM0.mp4,"""A woman in blue shirt is chopping the wood, when she chopped the wood in half, she put them aside then she take another log and chopped it in half.""",174.02,0,87.88,21.3,61.5,0.457441966317706
17553,v_IPehEfMBLM0.mp4,""" The woman try to chop the wood in half but it won't get chopped in half, then it fell on ground and she put it back on the chopping board, and she continue to chop the wood, after several attempts she finally chopped the wood in half.""",174.02,87.01,174.02,16.3,23.9,0.0
17554,v_uy9Z2i8AmyY.mp4,"""Various picnic tables are shown on a field followed by a man putting on gear and others running through the forest.""",184.74,0,72.05,0.0,19.4,0.26925746009715473
17555,v_uy9Z2i8AmyY.mp4,""" Several people are seen playing a paintball match with one another and continuously moving around the forest and holding up a gun.""",184.74,58.19,134.86,51.3,76.7,0.2215174724748684
17556,v_uy9Z2i8AmyY.mp4,""" The person then runs through an area holding his gun up and shooting when a person arrives.""",184.74,125.62,184.74,54.5,70.3,0.0
17557,v_rQc7UhpiDU8.mp4,"""A man is seen shooting a bow and arrow followed by another man taking a bow and aiming.""",126.74,0,21.54,0.0,100.5,0.2143283582089552
17558,v_rQc7UhpiDU8.mp4,""" Another man is seen kneeling down before bows and speaking to the camera.""",126.74,20.91,86.18,53.6,109.0,0.3698490180497219
17559,v_rQc7UhpiDU8.mp4,""" He points to various boxes and continues looking into the camera and speaking.""",126.74,86.81,126.74,50.9,63.6,0.0
17560,v_xmvwhxB1q30.mp4,"""A man and two children paddle down a river.""",192.26,0,192.26,26.7,63.6,0.19192759804431503
17561,v_xmvwhxB1q30.mp4,""" Two canoes are tied together.""",192.26,4.81,192.26,135.9,168.4,0.17337956788476927
17562,v_xmvwhxB1q30.mp4,""" The water gets choppier as they go on.""",192.26,51.91,192.26,0.0,21.4,0.0
17563,v_xmvwhxB1q30.mp4,""" The river is lined with many trees.""",192.26,61.52,192.26,14.9,32.0,0.0
17564,v_iC1C5wfb0iU.mp4,"""We see an opening title screen.""",25.1,0,2.13,20.8,30.0,0.0
17565,v_iC1C5wfb0iU.mp4,""" A group of men play foosball outdoors.""",25.1,2.51,12.3,15.3,30.5,0.0
17566,v_iC1C5wfb0iU.mp4,""" The men on the right win and shake hands and hung.""",25.1,12.17,20.46,17.3,23.4,0.2813891362422084
17567,v_iC1C5wfb0iU.mp4,""" One man high fives a child held up by a lady behind them.""",25.1,18.45,20.21,0.0,17.8,0.0
17568,v_iC1C5wfb0iU.mp4,""" We see a closing screen.""",25.1,22.97,25.1,12.7,22.5,0.0
17569,v_79gvzh0wn0Q.mp4,"""A woman in white karate uniform does a demonstration of a routine on the mat for judges during event.""",90.77,0,58.54,14.1,25.5,0.19473864024598567
17570,v_79gvzh0wn0Q.mp4,""" The woman bows and walks off the mat.""",90.77,58.54,62.63,40.7,74.3,0.1217261904761906
17571,v_79gvzh0wn0Q.mp4,""" A woman in black uniform shakes hands with judges.""",90.77,63.08,75.79,0.0,62.7,0.0
17572,v_79gvzh0wn0Q.mp4,""" A woman in white uniform walks up and greets judges shaking their hands.""",90.77,76.24,90.77,24.5,36.0,0.0
17573,v_ihMn28mft2s.mp4,"""A man sporting a beard and mustache and wearing a white shirt is giving a tutorial on volleyball safety.""",126.11,13.24,25.85,15.2,25.0,0.7771609833465504
17574,v_ihMn28mft2s.mp4,""" He then wears a black sweatshirt and demonstrates how to do stretching exercises.""",126.11,25.85,67.47,12.6,37.7,0.21596500820120287
17575,v_ihMn28mft2s.mp4,""" He continues to explain what gear to wear while playing and warming up for volleyball.""",126.11,67.47,91.43,13.3,36.7,0.0
17576,v_ihMn28mft2s.mp4,""" There are some athletes playing volleyball as he talks.""",126.11,91.43,110.98,20.0,30.0,0.0
17577,v_ihMn28mft2s.mp4,""" There is a game of volleyball shown where players are in an indoor gym.""",126.11,110.98,126.11,23.3,44.9,0.0
17578,v_Sk1RSHPavBU.mp4,"""We see men playing soccer in the sand.""",9.87,0,9.87,8.9,17.0,0.0570588235294117
17579,v_Sk1RSHPavBU.mp4,""" The ball enters and everyone runs towards the ball.""",9.87,2.57,4.44,22.4,33.6,0.0
17580,v_Sk1RSHPavBU.mp4,""" A man on the right kicks the ball into the goal.""",9.87,4.39,5.63,10.6,24.7,0.0
17581,v_Sk1RSHPavBU.mp4,""" The men in red all high five.""",9.87,7.3,9.52,20.6,30.1,0.0
17582,v_zM1-aiWdPvY.mp4,"""A woman is seen speaking to the camera while standing next to a horse and holding a brush.""",72.63,0,26.87,25.0,43.9,0.0425968109339408
17583,v_zM1-aiWdPvY.mp4,""" She begins brushing all along the horse while still speaking to the camera.""",72.63,18.16,53.75,10.4,30.3,0.2800461361014994
17584,v_zM1-aiWdPvY.mp4,""" She pauses for a moment to end while speaking to the camera.""",72.63,41.04,70.82,23.4,33.6,0.0
17585,v_8WJWtfmEipI.mp4,"""A car is stopped at a red light and there's a view of a small town that has some snow on the ground.""",15.95,0,1.99,20.8,30.0,0.0
17586,v_8WJWtfmEipI.mp4,"""The light turns green and the car drives down the street and there's no people walking on the sidewalk and just one truck parked.""",15.95,1.99,11.65,10.0,17.5,0.10638297872340428
17587,v_8WJWtfmEipI.mp4,""" On the right side there's someone shoveling ice from the road and the car passes him.""",15.95,11.65,15.95,15.5,26.9,0.02950819672131143
17588,v_uxsZFuXKs3A.mp4,"""A man is outdoors standing on a 4 step tool and swipes his hedge cutter to the right.""",12.93,0,1.68,20.6,30.0,0.0
17589,v_uxsZFuXKs3A.mp4,""" The man then lifts the cutters up and begins cutting more towards his left side.""",12.93,1.68,12.35,5.5,11.9,0.5998125585754452
17590,v_uxsZFuXKs3A.mp4,"""The man stops cutting and begins to step down from the ladder.""",12.93,12.35,12.93,10.1,23.3,0.04393939393939394
17591,v_fvUckFYBQks.mp4,"""A woman starts braiding her hair.""",106.46000000000001,19.16,55.36,22.1,50.4,0.7817679558011048
17592,v_fvUckFYBQks.mp4,""" Directions come up on the side of the screen.""",106.46000000000001,55.36,86.24,15.3,53.5,0.0
17593,v_fvUckFYBQks.mp4,""" The woman turns to the side to show her braid.""",106.46000000000001,92.09,93.16,33.3,97.0,0.016797488226059545
17594,v_T3ngvDyxYiE.mp4,"""Two teams are on either side of a field.""",122.49,0,15.31,64.3,111.9,0.0
17595,v_T3ngvDyxYiE.mp4,""" They are holding a rope, getting ready to pull.""",122.49,17.76,50.83,23.7,34.6,0.32960387057756285
17596,v_T3ngvDyxYiE.mp4,""" The two teams begin pulling, trying to win the competition as a crowd watches.""",122.49,52.06,94.93,20.8,30.0,0.0
17597,v_T3ngvDyxYiE.mp4,""" The yellow group begin to be pulled forward against their will.""",122.49,96.76,122.49,22.5,30.0,0.0
17598,v_ETZOazHvdZg.mp4,"""We see a bowler in front of a crowd stand and hold the ball.""",102.6,0,4.1,33.7,42.6,0.0
17599,v_ETZOazHvdZg.mp4,""" the bowler throws a strike and the crowd claps, a lady holds her hands in front of her face and the bowler wipes his hands.""",102.6,4.1,32.32,46.9,97.0,0.0
17600,v_ETZOazHvdZg.mp4,"""The man throws another strike and falls.""",102.6,32.83,53.86,31.7,56.9,0.8345238095238096
17601,v_ETZOazHvdZg.mp4,""" He rises from the ground as the crowd claps.""",102.6,53.86,62.07,19.4,43.8,0.0
17602,v_ETZOazHvdZg.mp4,"""  the man throws a third strike and is seen laying on the ground.""",102.6,67.72,87.21,37.8,57.4,0.0
17603,v_ETZOazHvdZg.mp4,""" He gets up and shakes the hand of men around and we see a lady holding her hands in front of her face.""",102.6,88.24,101.57,16.9,35.9,0.0
17604,v_ETZOazHvdZg.mp4,""" We then see an older man talking alone in a room.""",102.6,101.57,102.6,33.4,46.0,0.0
17605,v_2bnO6YWXCiU.mp4,"""A man is spreading mulch around plants.""",55.29,14.93,21.01,33.0,47.7,0.0
17606,v_2bnO6YWXCiU.mp4,""" A man is sitting at a table reading a newspaper.""",55.29,21.29,22.39,15.6,33.7,0.0607734806629835
17607,v_2bnO6YWXCiU.mp4,""" A well manicured yard is shown.""",55.29,49.76,52.25,10.0,15.0,0.0
17608,v_8LB2tdMOZ6g.mp4,"""a football game is showing and a man in the news is talking about a voleyball game.""",41.0,0,7.58,25.4,37.4,0.0
17609,v_8LB2tdMOZ6g.mp4,""" the set is shown with the voleyball game and some women in bikini playing white the spectators are on the grades clapping.""",41.0,6.97,39.36,20.1,30.5,0.32108675517134916
17610,v_8LB2tdMOZ6g.mp4,""" back to the studio are three commentators talking.""",41.0,39.56,41,22.4,33.7,0.0
17611,v_-rKS00dzFxQ.mp4,"""A man and a woman stand by a table speaking to the camera.""",231.43,8.1,23.14,51.4,60.7,0.0
17612,v_-rKS00dzFxQ.mp4,""" A recipe of mashed potatoes sits on the table.""",231.43,24.3,39.34,16.3,31.4,0.3081597222222221
17613,v_-rKS00dzFxQ.mp4,""" The man peels and cuts potatoes before throwing them into a yellow pot.""",231.43,40.5,53.23,129.3,194.8,0.0
17614,v_-rKS00dzFxQ.mp4,""" The man throws in three handfuls of salt into the yellow pot.""",231.43,54.39,60.17,166.4,186.8,0.0
17615,v_-rKS00dzFxQ.mp4,""" The man cuts up some garlic.""",231.43,61.33,62.49,54.5,69.4,0.07785234899328881
17616,v_-rKS00dzFxQ.mp4,""" Into the pot, the man throws the garlic along with two leaves.""",231.43,63.64,72.9,3.2,18.6,0.0
17617,v_-rKS00dzFxQ.mp4,""" The woman joins the man at the table and she cuts butter in half.""",231.43,78.69,82.16,0.0,178.2,0.019472502805836133
17618,v_-rKS00dzFxQ.mp4,""" The woman throws the butter into a saucepan.""",231.43,83.32,84.47,138.5,203.9,0.0
17619,v_-rKS00dzFxQ.mp4,""" The man speaks to her briefly and the woman proceeds to pour some milk into the saucepan.""",231.43,85.63,91.42,0.0,19.4,0.0
17620,v_-rKS00dzFxQ.mp4,""" The man places the yellow pot and the saucepan on the stove.""",231.43,92.57,102.99,113.9,140.4,0.0
17621,v_-rKS00dzFxQ.mp4,""" The man grabs the pot's lid and covers the pot.""",231.43,104.15,105.3,176.5,202.8,0.0
17622,v_-rKS00dzFxQ.mp4,""" Back at the table, the man removes the lid from the pot and removes the leaves.""",231.43,114.56,123.82,108.5,123.8,0.6031331592689294
17623,v_-rKS00dzFxQ.mp4,""" The man mashes the potatoes.""",231.43,124.97,131.92,25.7,32.6,0.0
17624,v_-rKS00dzFxQ.mp4,""" The man throws in a pinch of salt onto the potatoes.""",231.43,133.07,136.55,108.6,125.3,0.0
17625,v_-rKS00dzFxQ.mp4,""" The man resumes mashing the potatoes.""",231.43,137.7,152.75,35.1,44.3,0.0
17626,v_-rKS00dzFxQ.mp4,""" The man pours in the milk from the saucepan into the pot.""",231.43,153.9,160.85,126.3,202.9,0.0907310704960834
17627,v_-rKS00dzFxQ.mp4,""" The man mashes the potatoes some more.""",231.43,162,167.79,20.8,30.0,0.0
17628,v_-rKS00dzFxQ.mp4,""" The man grabs some pepper and throws it onto the potatoes.""",231.43,168.95,177.05,166.3,220.6,0.1491712707182325
17629,v_-rKS00dzFxQ.mp4,""" The man adds some more milk.""",231.43,178.2,180.52,20.8,30.0,0.0
17630,v_-rKS00dzFxQ.mp4,""" The man returns to mashing the potatoes and stirring them as they have thoroughly become soft.""",231.43,181.68,196.72,163.0,204.4,0.36328502415458913
17631,v_-rKS00dzFxQ.mp4,""" The man pauses for a second to throw in some water and resumes to stirring the potatoes.""",231.43,197.88,210.6,108.5,174.4,0.0
17632,v_-rKS00dzFxQ.mp4,""" The finished mashed potatoes dish is left on a counter.""",231.43,211.76,217.55,0.0,21.7,0.0
17633,v_45v95EtrJX0.mp4,"""A close up of a board with shown with several pucks sitting around the side.""",8.34,0,4.63,14.6,23.7,0.0
17634,v_45v95EtrJX0.mp4,""" Suddenly another puck is pushed down and knocked into others while people watch.""",8.34,3.75,8.34,16.3,33.3,0.0
17635,v_iPc-u9aU_SQ.mp4,"""Two men are crouched beside a car, and a third stands.""",157.78,0,32.34,13.8,46.8,0.39615384615384625
17636,v_iPc-u9aU_SQ.mp4,""" They remove the tire while another man takes pictures.""",157.78,33.92,122.28,0.0,14.3,0.0
17637,v_iPc-u9aU_SQ.mp4,""" The two men change the tire, putting on a spare.""",157.78,124.65,157.78,59.2,88.0,0.0
17638,v_RmwaWeIPX70.mp4,"""A woman carry a heavy ball and stands on a circle.""",37.29,1.12,13.05,18.7,32.7,0.0
17639,v_RmwaWeIPX70.mp4,""" Then, the woman spins the weight.""",37.29,13.24,21.63,19.4,31.2,0.12416481069042318
17640,v_RmwaWeIPX70.mp4,""" Then, the woman throw the weight.""",37.29,21.63,32.82,16.9,32.2,0.6639447236180906
17641,v_hog7gGdk4i4.mp4,"""the kids are on the swing while one kid stand and push a little dog on the swing.""",13.07,0,13.07,20.8,30.0,0.0
17642,v_hog7gGdk4i4.mp4,"""three bikers are riding there bike in the parking lot passing the swing area.""",13.07,0.98,3.99,25.5,41.7,0.0
17643,v_hog7gGdk4i4.mp4,"""A women then jogs on the sidewalk passing the swing area as well.""",13.07,4.97,7.97,12.2,17.4,0.0
17644,v_WL4iqWa_1Z0.mp4,"""Two young males are sitting at a desk behind two microphones and two computers.""",40.06,0,0.8,15.0,30.0,0.0
17645,v_WL4iqWa_1Z0.mp4,"""One boy leaves and the other guys stays to gather his belongings.""",40.06,0.8,10.21,20.8,30.0,0.0
17646,v_WL4iqWa_1Z0.mp4,"""As he is packing up,a young woman walks in and begins shutting off the equipment and cleaning up around the radio station.""",40.06,10.21,30.84,16.9,37.7,0.5070934885412878
17647,v_WL4iqWa_1Z0.mp4,"""Once everything is packed up,the boy leaves and begins blowing kisses to the camera.""",40.06,30.84,40.06,0.0,27.9,0.0
17648,v_jzl0Ar3H5f8.mp4,"""A man dressed in black walks through a long hall in a palace.""",170.48,0,14.49,56.6,105.7,0.0
17649,v_jzl0Ar3H5f8.mp4,"""Two men in dressed in white practice stretching and prepare for a fencing match while a coach dressed in black looks on with a butler in the rear stands by.""",170.48,14.49,46.88,53.7,137.0,0.0
17650,v_jzl0Ar3H5f8.mp4,"""The two men dressed in white put on their fencing masks and begin a fencing match.""",170.48,46.88,86.95,43.6,63.3,0.37877739331026516
17651,v_jzl0Ar3H5f8.mp4,"""The coach dressed in black begins critiquing the two fencers and holds the tips of the swords in his hand.""",170.48,86.95,121.89,22.5,45.3,0.0
17652,v_jzl0Ar3H5f8.mp4,"""The coach turns and walks to the butler and begins conversing.""",170.48,123.6,170.48,16.0,31.4,0.0
17653,v_R58R070r2GE.mp4,"""A girl jumps onto a balance beam.""",84.66,0,4.23,0.0,20.2,0.20940594059405943
17654,v_R58R070r2GE.mp4,""" She does a gymnastics routine on the balance beam.""",84.66,4.23,77.89,12.3,20.9,0.11675264729839802
17655,v_R58R070r2GE.mp4,""" She dismounts and lands on the mat with her arms up.""",84.66,77.04,84.66,14.1,20.6,0.0
17656,v_L9cxYlPkUYs.mp4,"""An d for About dot com starts with a man in white speaking to the camera in front of a white background.""",182.65,0,26.48,44.6,87.4,0.0
17657,v_L9cxYlPkUYs.mp4,""" The video then shows a series of professionals working hard and then cuts to two women running on the beach.""",182.65,26.48,94.06,26.3,54.8,0.41794569067296333
17658,v_L9cxYlPkUYs.mp4,""" A shot of a cyclist is shown and then it cuts back to the same man in white speaking.""",182.65,94.06,149.77,120.5,131.4,0.19565607610841868
17659,v_L9cxYlPkUYs.mp4,""" A woman is shown running and the man continues speaking about fitness tips.""",182.65,149.77,182.65,5.7,27.9,0.0
17660,v_ymwMEUuXygs.mp4,"""A man with a blue shirt is outside walking up a stair case into a building.""",178.4,0,12.49,24.9,43.6,0.0
17661,v_ymwMEUuXygs.mp4,"""As he walks in ,he walks down a row of several bicycles and sets up a camera.""",178.4,12.49,48.17,31.3,56.6,0.3824529585128089
17662,v_ymwMEUuXygs.mp4,"""The man then enters another room with three other males and they begin to unbox and assemble several bicycles together.""",178.4,48.17,97.23,47.7,130.4,0.5932285368802902
17663,v_ymwMEUuXygs.mp4,"""Once they are secured,the men get on them,testing them out and making the final touches on them.""",178.4,97.23,144.5,0.0,21.6,0.0
17664,v_ymwMEUuXygs.mp4,"""The bikes are finally finished and the man lifts it up to the camera and begins riding it down the sidewalk.""",178.4,144.5,178.4,104.6,145.7,0.01626016260162586
17665,v_fFu37ig0pkY.mp4,"""A woman is dancing outside on the sidewalk.""",139.69,0,139.69,63.9,83.3,0.13887894623809863
17666,v_fFu37ig0pkY.mp4,""" She grabs a baton and starts twirling it around.""",139.69,30.03,111.06,6.4,16.4,0.0
17667,v_fFu37ig0pkY.mp4,""" She starts juggling the batons in the air.""",139.69,113.15,120.83,27.3,68.3,0.0
17668,v_fFu37ig0pkY.mp4,""" She does a back flip and goes into the splits.""",139.69,135.5,139.69,0.0,123.7,0.0
17669,v_EOvotFy4YX0.mp4,"""A man is seen riding a camel that has a cart attached to the back with two passengers.""",44.68,0,8.04,17.3,28.7,0.0
17670,v_EOvotFy4YX0.mp4,""" The people in the back have a conversation while riding through several people watching on the sidelines.""",44.68,9.83,39.09,23.4,39.7,0.5252761968530298
17671,v_EOvotFy4YX0.mp4,""" The man riding the camel smiles and waves to the camera.""",44.68,40.21,44.68,18.5,36.9,0.0
17672,v_wZEf-Bs__sU.mp4,"""A group of athletes are on a track outside.""",82.78,0,26.9,10.0,30.0,0.5633333333333332
17673,v_wZEf-Bs__sU.mp4,""" A man walks down the path, then runs.""",82.78,28.56,65.4,16.1,43.9,0.31115618661257605
17674,v_wZEf-Bs__sU.mp4,""" He takes a giant leap into a sand pit.""",82.78,68.29,82.78,24.0,30.4,0.0
17675,v_pI-rY6fLM1Q.mp4,"""A group of people ice fish on an ice covered lake on an overcast day.""",126.55,10.12,114.53,0.0,103.4,0.8144590936872436
17676,v_pI-rY6fLM1Q.mp4,"""  A man walks on a snow covered lake and pulls a fish out of a fishing hole.""",126.55,10.12,64.54,0.0,95.0,0.572842105263158
17677,v_pI-rY6fLM1Q.mp4,"""  A woman and a man then run on the ice and pull another fish out of another hole in the lake.""",126.55,69.6,91.12,10.1,25.7,0.0
17678,v_pI-rY6fLM1Q.mp4,"""  A third fish is pulled out of another hole in the ice and then thrown back into the hole.""",126.55,96.18,115.16,36.0,59.3,0.0
17679,v_BN3ejP3RbkQ.mp4,"""A man is sitting on a street.""",55.47,0,55.47,25.6,38.8,0.2379664683612763
17680,v_BN3ejP3RbkQ.mp4,""" He is playing an instrument next to an open instrument case.""",55.47,1.11,55.47,13.5,26.9,0.24650478292862396
17681,v_BN3ejP3RbkQ.mp4,""" People are passing on the sidewalk in front of him.""",55.47,0,54.92,25.3,40.4,0.27494537509104144
17682,v_D4LoDBsIFjw.mp4,"""A boy watches as a semi truck drives through the desert.""",156.09,0,14.05,50.4,60.4,0.0
17683,v_D4LoDBsIFjw.mp4,""" A man puts on his helmet and pushes off into the river on a kayak.""",156.09,37.46,45.26,25.1,37.4,0.0
17684,v_D4LoDBsIFjw.mp4,""" A man paddles on rapids and down a river on a kayak.""",156.09,53.07,147.5,17.7,25.4,0.0
17685,v_D4LoDBsIFjw.mp4,""" A man fishes from a beach on the shore of a river.""",156.09,64.78,70.24,40.7,78.5,0.1444444444444443
17686,v_D4LoDBsIFjw.mp4,""" A group prepares a picnic on the shore.""",156.09,92.87,106.92,40.4,59.6,0.0
17687,v_D4LoDBsIFjw.mp4,""" A man flips over on his kayak from being turned over in the water.""",156.09,139.7,142.82,0.0,15.4,0.0
17688,v_B7Q1egUKmZg.mp4,"""A group of children play and practice basketball throws and techniques in an interior gym in front of coaches and other children.""",83.2,0.42,83.2,24.0,39.6,0.1884513167431747
17689,v_B7Q1egUKmZg.mp4,"""  A group of children take turns throwing orange and white balls in the net and running up to the net as well.""",83.2,0.42,25.38,30.5,59.0,0.0
17690,v_B7Q1egUKmZg.mp4,"""  The coaches trail them as they play, at time, trying to block the throws using the hands.""",83.2,25.79,81.95,25.3,53.8,0.4944395410414827
17691,v_7LkHBg_eAfU.mp4,"""A man and woman are standing in a dance position.""",200.81,0,28.11,0.0,23.4,0.8324439701173959
17692,v_7LkHBg_eAfU.mp4,""" They then shift, showing different steps slowly.""",200.81,31.13,103.42,56.5,163.9,0.353393085787452
17693,v_7LkHBg_eAfU.mp4,""" They continue dancing, showing how to perform different moves.""",200.81,107.43,200.81,64.7,73.0,0.0
17694,v_p2RMXdo5avw.mp4,"""A shuffleboard is sitting against a wall.""",34.85,0,34.85,20.9,30.1,0.2639885222381636
17695,v_p2RMXdo5avw.mp4,""" Someone throws a ball down it.""",34.85,5.05,17.43,20.8,30.0,0.0
17696,v_p2RMXdo5avw.mp4,""" A green ball gets through down after it.""",34.85,17.6,34.85,17.2,30.3,0.7195467422096316
17697,v_dh4bxvmrCNs.mp4,"""The girl is shoot the arrow.""",85.01,0,12.75,25.5,47.8,0.0
